pasal,pasal_text
11,"Pasal 11
(1) Dalam pemrosesan persetujuan terhadap pengembangan
aktivitas, pengembangan produk, dan/atau kerja sama
dengan kategori risiko sedang atau risiko tinggi, Bank
Indonesia dapat melakukan pemeriksaan lapangan (on site
visit) sebagaimana diatur dalam ketentuan Peraturan
Bank Indonesia mengenai penyedia jasa pembayaran dan
ketentuan Peraturan Bank Indonesia mengenai
penyelenggara infrastruktur sistem pembayaran.
(2) Bank Indonesia dapat menetapkan kriteria pelaksanaan
pemeriksaan lapangan (on site visit) dalam pemrosesan
persetujuan terhadap pengembangan aktivitas,
pengembangan produk, dan/atau kerja sama."
12,"Pasal 12
(1) Pengajuan permohonan persetujuan dan/atau laporan
pengembangan aktivitas, pengembangan produk,
dan/atau kerja sama serta laporan realisasi
pengembangan aktivitas, pengembangan produk,12
dan/atau kerja sama dilakukan melalui aplikasi perizinan
Bank Indonesia.
(2) Dalam hal aplikasi perizinan Bank Indonesia sebagaimana
dimaksud pada ayat (1) belum dapat diimplementasikan
atau mengalami gangguan, maka:
a. untuk PJP kategori izin 1, PJP kategori izin 2 dan PIP,
penyampaian permohonan persetujuan dan/atau
laporan pengembangan aktivitas, pengembangan
produk, dan/atau kerja sama disampaikan kepada:
Bank Indonesia cq. Departemen Kebijakan Sistem
Pembayaran
Jalan M.H. Thamrin Nomor 2
Jakarta 10350;
b. untuk PJP kategori izin 1, PJP kategori izin 2 dan PIP,
penyampaian laporan realisasi pengembangan
aktivitas, pengembangan produk, dan/atau kerja
sama disampaikan kepada:
Bank Indonesia cq. Departemen Surveilans Sistem
Keuangan
Jalan M.H. Thamrin Nomor 2
Jakarta 10350; dan
c. untuk PJP kategori izin 3, penyampaian permohonan
persetujuan dan/atau laporan pengembangan
aktivitas, pengembangan produk, dan/atau kerja
sama, serta laporan realisasi pengembangan
aktivitas, pengembangan produk, dan/atau kerja
sama disampaikan kepada Bank Indonesia cq. Kantor
Perwakilan Bank Indonesia.
(3) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (2), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya."
13,"Pasal 13
(1) PJP harus memastikan:
a. bidang usaha Penyedia Barang dan/atau Jasa tidak
termasuk bidang usaha yang dilarang atau tidak
memenuhi ketentuan peraturan perundang-
undangan; dan/atau
b. penyelenggaraan kegiatan oleh Penyedia Barang
dan/atau Jasa dilaksanakan sesuai dengan
ketentuan peraturan perundang-undangan.
(2) Kerja sama antara PJP dengan Penyedia Barang dan/atau
Jasa harus dituangkan dalam perjanjian tertulis yang
menggunakan Bahasa Indonesia dan paling sedikit
memuat klausul:
a. hak dan kewajiban PJP serta Penyedia Barang
dan/atau Jasa;
b. larangan bagi Penyedia Barang dan/atau Jasa
melakukan tindakan yang dapat merugikan dan/atau
tidak sesuai peruntukan;
c. kewajiban bagi Penyedia Barang dan/atau Jasa
untuk menjaga kerahasiaan data atau informasi
mengenai transaksi dan Pengguna Jasa; dan
d. pemenuhan ketentuan peraturan perundang-
undangan."
14,"Pasal 14
(1) Dalam penyelenggaraan Sistem Pembayaran, PJP dan PIP
memastikan pemenuhan kebijakan kepemilikan tunggal
sebagaimana diatur dalam ketentuan Peraturan Bank
Indonesia mengenai penyedia jasa pembayaran dan
penyelenggara infrastruktur sistem pembayaran.14
(2) Larangan kepemilikan saham dalam pengaturan
kebijakan kepemilikan tunggal sebagaimana dimaksud
pada ayat (1) dikenakan bagi pihak yang memiliki saham
PJP dan/atau PIP secara langsung."
15,"Pasal 15
Aksi korporasi yang dilakukan oleh PJP atau PIP merupakan
aksi korporasi berupa:
a. penggabungan;
b. peleburan;
c. pemisahan; dan
d. pengambilalihan,
sebagaimana diatur dalam undang-undang mengenai
perseroan terbatas atau undang-undang mengenai badan
usaha berbadan hukum Indonesia lainnya."
16,"Pasal 16
(1) Pengaturan mengenai pelaksanaan penggabungan,
peleburan, pemisahan, atau pengambilalihan bagi PJP
berupa Bank dilaksanakan sesuai dengan ketentuan
Peraturan Bank Indonesia mengenai pelayanan perizinan
terpadu terkait hubungan operasional bank umum dengan
Bank Indonesia.
(2) Ketentuan mengenai pelaksanaan penggabungan,
peleburan, pemisahan, atau pengambilalihan bagi PJP
berupa Bank sebagaimana dimaksud pada ayat (1) berlaku
secara mutatis mutandis terhadap tahapan pelaksanaan
penggabungan, peleburan, pemisahan, atau
pengambilalihan bagi PJP atau PIP berupa Lembaga Selain
Bank."
17,"Pasal 17
(1) Permohonan persetujuan oleh Lembaga Selain Bank dan
penyampaian laporan oleh Bank untuk penggabungan,
peleburan, pemisahan, atau pengambilalihan
disampaikan kepada Bank Indonesia dengan ketentuan:
a. dalam hal permohonan persetujuan dan
penyampaian laporan diajukan oleh PJP kategori izin
1, PJP kategori izin 2, atau PIP, permohonan
persetujuan dan penyampaian laporan disampaikan
secara tertulis dalam Bahasa Indonesia dan
ditujukan kepada:
Bank Indonesia cq. Departemen Surveilans Sistem
Keuangan
Jalan M.H. Thamrin Nomor 2
Jakarta 10350; dan
b. dalam hal permohonan persetujuan dan
penyampaian laporan diajukan oleh PJP kategori izin
3, permohonan persetujuan dan penyampaian
laporan disampaikan secara tertulis dalam Bahasa
Indonesia dan ditujukan kepada Bank Indonesia cq.
Kantor Perwakilan Bank Indonesia.
(2) Permohonan persetujuan sebagaimana dimaksud pada
ayat (1) disampaikan oleh Lembaga Selain Bank paling
lambat 45 (empat puluh lima) hari kerja sebelum rencana
penggabungan, peleburan, pemisahan, atau
pengambilalihan dilakukan.
(3) Penyampaian laporan sebagaimana dimaksud pada ayat
(1) disampaikan oleh Bank bersamaan dengan
penyampaian permohonan izin rencana penggabungan,
peleburan, pemisahan, atau pengambilalihan kepada
otoritas yang berwenang.
(4) Dalam hal penggabungan, peleburan, pemisahan, atau
pengambilalihan melibatkan 2 (dua) atau lebih PJP
dan/atau PIP, Bank Indonesia dapat menentukan salah
satu dari PJP atau PIP yang mengajukan persetujuan atau
laporan kepada Bank Indonesia.16
(5) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (1), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya."
18,"Pasal 18
(1) Dalam hal badan hukum hasil penggabungan, peleburan,
atau pemisahan merupakan badan hukum yang belum
memperoleh izin sebagai PJP atau penetapan sebagai PIP,
badan hukum tersebut harus mengajukan permohonan
izin PJP atau pemenuhan persyaratan penetapan PIP
kepada Bank Indonesia dengan ketentuan:
a. tata cara pengajuan dan pemrosesan permohonan
izin PJP atau pemenuhan persyaratan penetapan PIP
dilaksanakan sesuai dengan ketentuan tata cara dan
proses perizinan sebagaimana diatur dalam
ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran dan ketentuan Peraturan Bank
Indonesia mengenai perizinan terpadu Bank
Indonesia melalui front office perizinan; dan
b. permohonan izin PJP atau pemenuhan persyaratan
penetapan PIP sebagaimana dimaksud dalam huruf a
disertai pula dengan rencana pemberitahuan
mengenai rencana penggabungan, peleburan,
pemisahan, atau pengambilalihan kepada Pengguna
Jasa.
(2) Dalam hal badan hukum hasil penggabungan, peleburan,
atau pemisahan merupakan badan hukum yang telah
memperoleh izin sebagai PJP atau penetapan sebagai PIP,
badan hukum tersebut harus menyampaikan laporan
realisasi penggabungan, peleburan, atau pemisahan
kepada Bank Indonesia, dengan ketentuan:
a. bagi PJP kategori izin 1, PJP kategori izin 2, atau PIP,
penyampaian laporan realisasi disampaikan secara
tertulis dalam Bahasa Indonesia dan ditujukan
kepada:17
Bank Indonesia cq. Departemen Surveilans Sistem
Keuangan
Jalan M.H. Thamrin Nomor 2
Jakarta 10350; dan
b. bagi PJP kategori izin 3, penyampaian laporan
realisasi disampaikan secara tertulis dalam Bahasa
Indonesia dan ditujukan kepada Bank Indonesia cq.
Kantor Perwakilan Bank Indonesia.
(3) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (2), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya.
(4) Ketentuan penyampaian laporan realisasi sebagaimana
dimaksud pada ayat (2) berlaku secara mutatis mutandis
bagi PJP atau PIP yang melakukan pengambilalihan."
19,"Pasal 19
Dalam hal terjadi penggabungan, peleburan, atau pemisahan
yang mengakibatkan diperlukannya izin sebagai PJP atau
penetapan sebagai PIP dan disertai perubahan anggota direksi
PJP dan/atau PIP yang bertanggungjawab atas
penyelenggaraan Sistem Pembayaran maka proses pelaporan
perubahan anggota direksi akan menjadi bagian dari proses
perizinan atau penetapan."
20,"Pasal 20
(1) Sumber Dana harus memenuhi unsur sebagaimana diatur
dalam ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran.18
(2) Sumber Dana dapat didasarkan pada:
a. simpanan sebagaimana dimaksud dalam ketentuan
perundang-undangan mengenai perbankan;
b. fasilitas kredit sebagaimana dimaksud dalam
ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran;
c. nilai uang elektronik sebagaimana dimaksud dalam
ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran;
d. simpanan pos sebagaimana dimaksud ketentuan
peraturan perundang-undangan mengenai pos; atau
e. Sumber Dana lain yang ditetapkan oleh Bank
Indonesia.
(3) Penggunaan Sumber Dana sebagaimana dimaksud pada
ayat (2) dapat dilakukan oleh PJP dan PIP melalui
penyediaan dan/atau pemrosesan akses ke Sumber Dana
dengan metode atau penggunaan teknologi tertentu
berupa instrumen, kanal, dan/atau akses ke Sumber
Dana lainnya yang ditetapkan Bank Indonesia.
(4) Penyediaan akses ke Sumber Dana sebagaimana
dimaksud pada ayat (3) dilaksanakan sesuai ketentuan
Peraturan Bank Indonesia mengenai sistem pembayaran."
21,"Pasal 21
Dalam hal Sumber Dana digunakan dalam pelaksanaan
program Pemerintah Republik Indonesia, penggunaan Sumber
Dana dilaksanakan sesuai dengan kebijakan dan/atau
ketentuan mengenai pelaksanaan program Pemerintah
Republik Indonesia, dengan tetap memperhatikan ketentuan
Peraturan Bank Indonesia mengenai sistem pembayaran."
22,"Pasal 22
(1) Batas nilai uang elektronik yang dapat disimpan pada
uang elektronik ditetapkan:19
a. untuk uang elektronik unregistered paling banyak
Rp2.000.000,00 (dua juta rupiah); dan
b. untuk uang elektronik registered paling banyak
Rp20.000.000,00 (dua puluh juta rupiah).
(2) Batas nilai transaksi uang elektronik dalam 1 (satu) bulan
ditetapkan:
a. untuk uang elektronik unregistered paling banyak
Rp20.000.000,00 (dua puluh juta rupiah); dan
b. untuk uang elektronik registered paling banyak
Rp40.000.000,00 (empat puluh juta rupiah).
(3) Batas nilai transaksi uang elektronik sebagaimana
dimaksud pada ayat (2) diperhitungkan dari transaksi
yang bersifat incoming.
(4) Batas nilai uang elektronik sebagaimana dimaksud pada
ayat (1) yang dapat disimpan dan batas nilai transaksi
uang elektronik sebagaimana dimaksud pada ayat (2),
tidak berlaku bagi akun pencatatan nilai uang elektronik
dari Penyedia Barang dan/atau Jasa."
23,"Pasal 23
(1) Dalam penyelenggaraan aktivitas penatausahaan Sumber
Dana berupa penerbitan uang elektronik, PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan uang elektronik wajib menerapkan
manajemen risiko termasuk prinsip kehati-hatian yang
dilakukan melalui kepemilikan pusat data (database) guna
pelaksanaan identifikasi dan pencatatan transaksi
Pengguna Jasa.
(2) Pelaksanaan identifikasi dan pencatatan transaksi
Pengguna Jasa sebagaimana dimaksud pada ayat (1)
dilaksanakan sesuai dengan kewajiban penerapan prinsip
anti pencucian uang dan pencegahan pendanaan
terorisme sebagaimana diatur dalam ketentuan peraturan
perundang-undangan mengenai tindak pidana pencucian
uang dan tindak pidana pendanaan terorisme.
(3) PJP, PIP, atau pihak lain yang melanggar kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi20
administratif sesuai dengan ketentuan Peraturan Bank
Indonesia mengenai sistem pembayaran."
24,"Pasal 24
Dalam hal uang elektronik digunakan dalam pelaksanaan
program Pemerintah Republik Indonesia, penggunaan uang
elektronik dilaksanakan sesuai dengan ketentuan peraturan
perundang-undangan mengenai pelaksanaan program
Pemerintah Republik Indonesia tersebut, dengan tetap
memperhatikan ketentuan Peraturan Bank Indonesia
mengenai sistem pembayaran."
25,"Pasal 25
Bank Indonesia dapat menetapkan kebijakan tertentu dalam
penyelenggaraan uang elektronik yang didasarkan pada
pertimbangan:
a. mendukung kebijakan ekonomi dan keuangan nasional;
b. menjaga efisiensi nasional;
c. menjaga kepentingan publik;
d. menjaga pertumbuhan industri; dan/atau
e."
26,"Pasal 26
(1) Penyelenggaraan LKD dilaksanakan sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran.
(2) Penyelenggaraan LKD dilakukan oleh PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan uang elektronik melalui kerja sama
dengan agen LKD berupa badan usaha berbadan hukum
Indonesia dan/atau individu.
(3) PJP sebagaimana dimaksud pada ayat (2) wajib
memperoleh persetujuan terlebih dahulu sebagai21
penyelenggara LKD dari Bank Indonesia sebelum
menyelenggarakan kegiatan LKD.
(4) Permohonan persetujuan sebagaimana dimaksud pada
ayat (3) dilaksanakan sesuai dengan mekanisme dan tata
cara pengajuan dan pemrosesan pengembangan aktivitas,
pengembangan produk, dan/atau kerja sama dengan
pihak lain sebagaimana dimaksud dalam ketentuan
Peraturan Bank Indonesia mengenai sistem pembayaran
dan ketentuan Peraturan Bank Indonesia mengenai front
office perizinan.
(5) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (3) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
27,"Pasal 27
(1) Pihak yang menjadi agen LKD dapat berupa:
a. badan usaha berbadan hukum Indonesia; dan/atau
b. individu.
(2) Agen LKD harus memenuhi kriteria:
a. memiliki kemampuan dan kelayakan untuk
membantu menyelenggarakan LKD;
b. memiliki usaha tetap;
c. lulus proses uji tuntas (due diligence);
d. memiliki kemampuan finansial yang memadai; dan
e. memenuhi kriteria lain yang ditetapkan oleh Bank
Indonesia.
(3) PJP penyelenggara LKD hanya dapat menunjuk dan
bekerja sama dengan agen LKD yang memenuhi kriteria
sebagaimana dimaksud pada ayat (2)."
28,"Pasal 28
(1) PJP penyelenggara LKD wajib memastikan uji tuntas (due
diligence) terhadap agen LKD.
(2) PJP penyelenggara LKD menetapkan dan menerapkan
kebijakan dan prosedur tertulis untuk pelaksanaan uji22
tuntas (due diligence) sebagaimana dimaksud pada ayat
(1).
(3) PJP penyelenggara LKD memberikan pelatihan dan
edukasi kepada calon agen LKD yang telah lulus uji tuntas
(due diligence).
(4) PJP penyelenggara LKD menerbitkan sertifikat
penunjukan sebagai agen LKD kepada calon agen LKD
yang telah lulus uji tuntas (due diligence) dan telah
mengikuti pelatihan dan edukasi.
(5) PJP penyelenggara LKD dan agen LKD menandatangani
perjanjian kerja sama setelah penerbitan sertifikat
penunjukan sebagaimana dimaksud pada ayat (4).
(6) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
