pasal,pasal_text
14,"Pasal 14
(1) Bank Indonesia menetapkan kebijakan dan pengaturan
penerapan Standar Nasional yang terdiri atas:
a. para pihak dalam penerapan Standar Nasional;
b. pentahapan pemberlakuan termasuk jangka waktu
pemberlakuan;
c. cakupan wilayah;
d. pembatasan transaksi;
e. mekanisme uji coba dan verifikasi penerapan Standar
Nasional;
f. ruang lingkup pemrosesan transaksi;
g. kewajiban para pihak dalam penerapan Standar
Nasional; dan/atau
h. kebijakan atau pengaturan penerapan Standar
Nasional lainnya.
(2) Selain menetapkan kebijakan dan pengaturan penerapan
Standar Nasional sebagaimana dimaksud pada ayat (1),
Bank Indonesia berwenang menetapkan kebijakan skema
harga.
(3) Dalam menetapkan kebijakan dan pengaturan penerapan
Standar Nasional sebagaimana dimaksud pada ayat (1)
dan ayat (2), Bank Indonesia dapat mempertimbangkan
masukan dan/atau usulan dari SRO atau pihak lain
sebagaimana dimaksud dalam Pasal 10 ayat (1).
(4) Ketentuan lebih lanjut mengenai penerapan Standar
Nasional sebagaimana dimaksud pada ayat (1) diatur
dengan Peraturan Anggota Dewan Gubernur."
15,"Pasal 15
(1) PJP dan PIP wajib memenuhi kebijakan dan pengaturan
penerapan Standar Nasional sebagaimana dimaksud
dalam Pasal 14.
(2) Pemenuhan kebijakan dan pengaturan penerapan Standar
Nasional sebagaimana dimaksud pada ayat (1)
diberlakukan secara mutatis mutandis kepada
Penyelenggara Penunjang dan pihak lainnya yang bekerja
sama dengan PJP dan/atau PIP."
16,"Pasal 16
(1) Standar Nasional dapat diterapkan dalam transaksi
pembayaran lintas batas (cross-border) berdasarkan
kebijakan Bank Indonesia.
(2) Ketentuan lebih lanjut mengenai penerapan Standar
Nasional dalam transaksi pembayaran lintas batas (cross-
border) sebagaimana dimaksud pada ayat (1) diatur
dengan Peraturan Anggota Dewan Gubernur."
17,"Pasal 17
(1) Dalam penerapan Standar Nasional, Bank Indonesia dapat
mewajibkan PJP, PIP, Penyelenggara Penunjang, dan/atau
pihak yang bekerja sama dengan PJP dan/atau PIP untuk:
a. memperoleh persetujuan; atau
b. menyampaikan laporan,
sesuai dengan kebijakan penerapan Standar Nasional
sebagaimana dimaksud dalam Pasal 14.
(2) Tata cara dan mekanisme permohonan persetujuan atau
penyampaian laporan sebagaimana dimaksud pada ayat
(1) dilaksanakan sesuai dengan ketentuan peraturan Bank
Indonesia mengenai sistem pembayaran.
(3) Bank Indonesia dapat menetapkan kebijakan dalam
pemrosesan persetujuan atau penyampaian laporan
sebagaimana dimaksud pada ayat (2).
(4) Ketentuan lebih lanjut mengenai kewajiban sebagaimana
dimaksud pada ayat (1) dan pemrosesan persetujuan atau
penyampaian laporan sebagaimana dimaksud pada ayat
(3) diatur dengan Peraturan Anggota Dewan Gubernur."
18,"Pasal 18
(1) Bank Indonesia melakukan pengawasan terhadap:
a. pelaksanaan penyusunan dan/atau pengelolaan
Standar Nasional oleh SRO atau pihak lain
sebagaimana dimaksud dalam Pasal 10 ayat (1); dan
b. penerapan Standar Nasional oleh PJP, PIP,
Penyelenggara Penunjang, dan/atau pihak lain yang
bekerja sama dengan PJP dan/atau PIP.
(2) Pengawasan Bank Indonesia sebagaimana dimaksud pada
ayat (1) dilaksanakan sesuai dengan ketentuan peraturan
Bank Indonesia mengenai sistem pembayaran."
19,"Pasal 19
(1) SRO atau pihak lain yang melanggar ketentuan
sebagaimana dimaksud dalam Pasal 12 atau Pasal 13 ayat
(1) dikenai sanksi administratif berupa:
a. teguran; dan/atau
b. penggantian kepengurusan.
(2) PJP dan PIP yang melanggar ketentuan sebagaimana
dimaksud dalam Pasal 15 ayat (1) dikenai sanksi
administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP atau penetapan sebagai
PIP.
(3) Tata cara pengenaan sanksi administratif sebagaimana
dimaksud pada ayat (1) dan ayat (2) dilaksanakan sesuai
dengan ketentuan peraturan Bank Indonesia mengenai
sistem pembayaran."
20,"Pasal 20
(1) Standar dalam penyelenggaraan Sistem Pembayaran yang
bukan merupakan Standar Nasional dapat digunakan oleh
PJP, PIP, dan/atau Penyelenggara Penunjang sepanjang
tidak bertentangan dengan Peraturan Bank Indonesia ini.
(2) Penggunaan standar sebagaimana dimaksud pada ayat (1)
dilaksanakan sesuai dengan ketentuan peraturan Bank
Indonesia mengenai sistem pembayaran."
21,"Pasal 21
Pada saat Peraturan Bank Indonesia ini mulai berlaku:
a. standar nasional teknologi chip untuk kartu anjungan
tunai mandiri dan/atau kartu debet; dan
b. standar nasional QR code pembayaran (quick response
code Indonesian standard),
yang telah ditetapkan sebelum Peraturan Bank Indonesia ini
berlaku, ditetapkan sebagai Standar Nasional sebagaimana
diatur dalam Peraturan Bank Indonesia ini."
22,"Pasal 22
Pada saat Peraturan Bank Indonesia ini mulai berlaku:
a. pihak yang telah memperoleh persetujuan dari Bank
Indonesia sebagai pengelola standar nasional teknologi
chip untuk kartu anjungan tunai mandiri dan/atau kartu
debet; dan
b. pihak yang telah ditetapkan Bank Indonesia sebagai
lembaga standar untuk standar nasional QR code
pembayaran (quick response code Indonesian standard),
sebelum Peraturan Bank Indonesia ini berlaku, ditetapkan
sebagai pihak yang ditugaskan untuk melakukan pengelolaan
Standar Nasional sebagaimana diatur dalam Peraturan Bank
Indonesia ini."
23,"Pasal 23
Pada saat Peraturan Bank Indonesia ini mulai berlaku, semua
ketentuan Peraturan Bank Indonesia mengenai standar di
bidang Sistem Pembayaran dinyatakan tetap berlaku sepanjang
tidak bertentangan dengan Peraturan Bank Indonesia ini."
24,"Pasal 24
Peraturan Bank Indonesia ini mulai berlaku pada tanggal
diundangkan."
