pasal,pasal_text
25,"Pasal 25
(1) Penyelenggara wajib menerapkan perilaku bisnis yang
bertanggung jawab dalam melakukan kegiatan dengan
Konsumen.
(2) Dalam menerapkan perilaku bisnis yang bertanggung
jawab sebagaimana dimaksud pada ayat (1), Penyelenggara
menjalankan kegiatan usaha yang dilakukan dengan cara
jujur, tidak melawan hukum, atau tidak menghambat
persaingan usaha.
(3) Perilaku bisnis yang bertanggung jawab sebagaimana
dimaksud pada ayat (1) sesuai dengan prinsip
internasional, kesepakatan asosiasi, dan/atau norma
umum lainnya.
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
26,"Pasal 26
(1) Penyelenggara wajib mencegah pengurus, pengawas, dan
pegawainya dari perilaku:
a. memperkaya atau menguntungkan diri sendiri
dan/atau pihak lain; dan
b. menyalahgunakan kewenangan, kesempatan,
dan/atau sarana yang ada padanya karena jabatan
atau kedudukannya, yang dapat merugikan
Konsumen.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
27,"Pasal 27
(1) Penyelenggara wajib memperhatikan kesesuaian antara
kebutuhan dan kemampuan Konsumen dengan produk
dan/atau jasa yang ditawarkan kepada Konsumen.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
28,"Pasal 28
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
29,"Pasal 29
(1) Penyelenggara wajib menjaga keamanan aset Konsumen
yang berada dalam tanggung jawab Penyelenggara.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
30,"Pasal 30
(1) Penyelenggara wajib memiliki mekanisme dan prosedur
mengenai pelindungan aset Konsumen.
(2) Penyelenggara wajib menyediakan informasi mengenai
pemanfaatan produk dan/atau jasa serta perkembangan
aset kepada Konsumen secara akurat, tepat waktu, dan
dengan cara atau sarana sesuai dengan perjanjian.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) atau ayat (2) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
31,"Pasal 31
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
32,"Pasal 32
(1) Penyelenggara wajib menjaga kerahasiaan dan keamanan
data dan/atau informasi Konsumen.
(2) Kewajiban menjaga kerahasiaan dan keamanan data
dan/atau informasi Konsumen sebagaimana dimaksud
pada ayat (1) sesuai dengan ketentuan peraturan
perundang-undangan.
(3) Untuk menjaga kerahasiaan dan keamanan data dan/atau
informasi Konsumen sebagaimana dimaksud pada ayat (1),
Penyelenggara wajib memiliki:
a. fungsi yang bertanggung jawab terhadap pelindungan
data dan/atau informasi Konsumen;
b. sistem informasi dan ketahanan siber yang andal
untuk mendukung pelaksanaan pelindungan data
dan/atau informasi Konsumen; dan
c. mekanisme dan prosedur mengenai pelindungan data
dan/atau informasi Konsumen.
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1), ayat (2), atau ayat (3)
dikenai sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
33,"Pasal 33
(1) Penyelenggara dapat melakukan kerja sama dengan pihak
lain untuk mengelola data dan/atau informasi Konsumen.
(2) Penyelenggara wajib memastikan pihak lain sebagaimana
dimaksud pada ayat (1) untuk menjaga kerahasiaan dan
keamanan data dan/atau informasi Konsumen.
(3) Kewajiban menjaga kerahasiaan dan keamanan data
dan/atau informasi Konsumen sebagaimana dimaksud
pada ayat (2) dilaksanakan sesuai dengan ketentuan
peraturan perundang-undangan.
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (2) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
34,"Pasal 34
(1) Penyelenggara wajib mengelola dan menatausahakan data
dan/atau informasi Konsumen secara lengkap, akurat,
kini, dan utuh.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
35,"Pasal 35
(1) Penyelenggara dilarang memberikan data dan/atau
informasi Konsumen kepada pihak lain.
(2) Ketentuan sebagaimana dimaksud pada ayat (1) tidak
berlaku jika:
a. Konsumen memberikan persetujuan secara tertulis
atau mekanisme lainnya yang diatur dalam peraturan
perundang-undangan; dan/atau
b. Penyelenggara diwajibkan untuk memberikan
informasi Konsumen berdasarkan ketentuan
peraturan perundang-undangan.
(3) Persetujuan dari Konsumen sebagaimana dimaksud pada
ayat (2) huruf a wajib diperoleh Penyelenggara sebelum
memberikan data dan/atau informasi Konsumen kepada
pihak lain.
(4) Dalam hal Konsumen memberikan persetujuan
sebagaimana dimaksud pada ayat (2) huruf a,
Penyelenggara wajib memastikan pihak lain tersebut tidak
memberikan dan/atau menggunakan data dan/atau
informasi Konsumen selain yang disetujui oleh Konsumen.
(5) Konsumen berhak menarik kembali persetujuan
sebagaimana dimaksud pada ayat (2) huruf a.
(6) Penyelenggara yang melanggar ketentuan sebagaimana
dimaksud pada ayat (1) dan tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (3) atau ayat (4) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
36,"Pasal 36
(1) Penyelenggara wajib memberikan kepada Konsumen akses
dan salinan data pribadi Konsumen sesuai dengan
ketentuan peraturan perundang-undangan mengenai
pelindungan data pribadi.
(2) Penyelenggara wajib memastikan Konsumen memiliki hak
untuk dapat mengakhiri, menghapus, dan/atau
memusnahkan data pribadi Konsumen sesuai dengan
ketentuan peraturan perundang-undangan mengenai
pelindungan data pribadi.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) atau ayat (2) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
37,"Pasal 37
Ketentuan lebih lanjut mengenai pelaksanaan prinsip
pelindungan data dan/atau informasi Konsumen serta tata cara
pengenaan sanksi administratif diatur dalam Peraturan Anggota
Dewan Gubernur."
38,"Pasal 38
(1) Penyelenggara wajib menangani dan menyelesaikan
pengaduan yang disampaikan oleh Konsumen secara
efektif.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
