pasal,pasal_text
11,"Pasal 11
Setiap pihak yang bertindak sebagai PJP harus memperoleh
izin dari Bank Indonesia."
12,"Pasal 12
Izin kepada PJP untuk melakukan aktivitas PJP diberikan
berdasarkan kategori izin yang terdiri atas:
a. kategori izin satu meliputi aktivitas:
1. penatausahaan Sumber Dana;
2. penyediaan informasi Sumber Dana;
3. payment initiation dan/atau acquiring services; dan
4. layanan remitansi;
b. kategori izin dua meliputi aktivitas:
1. penyediaan informasi Sumber Dana; dan
2. payment initiation dan/atau acquiring services;
dan/atau
c. kategori izin tiga meliputi aktivitas:
1. layanan remitansi; dan/atau
2. lainnya yang ditetapkan Bank Indonesia."
13,"Pasal 13
(1) Dalam hal diperlukan Bank Indonesia dapat menetapkan
jangka waktu izin PJP.
(2) Penetapan jangka waktu izin PJP sebagaimana dimaksud
pada ayat (1) didasarkan pada:
a. kategori izin;
b. aktivitas yang diselenggarakan; dan/atau
c. Sumber Dana yang diproses."
14,"Pasal 14
Pihak yang mengajukan permohonan izin untuk menjadi PJP
harus memenuhi persyaratan izin yang ditetapkan Bank
Indonesia yang meliputi aspek:
a. kelembagaan;
b. permodalan dan keuangan;
c. manajemen risiko; dan
d. kapabilitas sistem informasi."
15,"Pasal 15
Aspek kelembagaan sebagaimana dimaksud dalam Pasal 14
huruf a meliputi legalitas badan hukum, kepemilikan,
pengendalian, dan kepengurusan."
16,"Pasal 16
(1) Pihak yang mengajukan permohonan izin untuk menjadi
PJP harus berupa:
a. Bank; atau
b. Lembaga Selain Bank.
(2) Lembaga Selain Bank sebagaimana dimaksud pada ayat (1)
huruf b yang mengajukan izin sebagai PJP kategori izin
satu dan kategori izin dua harus berbentuk perseroan
terbatas.
(3) Lembaga Selain Bank sebagaimana dimaksud pada ayat (1)
huruf b yang mengajukan izin sebagai PJP kategori izin tiga
harus berbentuk perseroan terbatas atau badan usaha
berbadan hukum Indonesia lain yang diatur dalam
ketentuan peraturan perundang-undangan mengenai
transfer dana."
17,"Pasal 17
(1) Lembaga Selain Bank sebagaimana dimaksud dalam Pasal
16 ayat (1) huruf b paling sedikit memiliki 1 (satu) orang
anggota direksi yang berdomisili di wilayah Negara
Kesatuan Republik Indonesia.
(2) Anggota direksi Lembaga Selain Bank yang berdomisili di
luar wilayah Negara Kesatuan Republik Indonesia harus
tetap melaksanakan fungsi, tugas, dan tanggung jawabnya
sebagai anggota direksi."
18,"Pasal 18
(1) Anggota direksi atau anggota dewan komisaris calon PJP
dapat merangkap jabatan menjadi anggota direksi atau
anggota dewan komisaris pada perusahaan lain,
sepanjang:
a. tetap sejalan dengan peraturan perundang-undangan
mengenai persaingan usaha yang sehat; dan
b. tidak mengurangi efektivitas pelaksanaan tugas dan
tanggung jawab serta kapabilitas dan integritas
sebagai anggota direksi atau anggota dewan
komisaris dari calon PJP dalam penyelenggaraan
Sistem Pembayaran.
(2) Anggota direksi, anggota dewan komisaris, dan pemegang
saham dari calon PJP harus memenuhi persyaratan
kelembagaan berupa aspek integritas dan rekam jejak
dalam menjalankan fungsi sebagai pengurus dan/atau
pemegang saham termasuk namun tidak terbatas pada:
a. tidak pernah dinyatakan pailit dan/atau yang
dinyatakan bersalah menyebabkan suatu badan
usaha dinyatakan pailit dalam kurun waktu 5 (lima)
tahun terakhir sebelum mengajukan permohonan;
b. tidak pernah dihukum karena terbukti melakukan
tindak pidana tertentu berdasarkan putusan
pengadilan yang telah memiliki kekuatan hukum
tetap dalam kurun waktu 5 (lima) tahun terakhir
sebelum mengajukan permohonan;
c. tidak tercantum dalam daftar kredit macet pada saat
mengajukan permohonan; dan
d. tidak termasuk dalam daftar hitam nasional penarik
cek atau bilyet giro kosong yang ditatausahakan Bank
Indonesia pada saat mengajukan permohonan.
(3) Pemegang saham sebagaimana dimaksud pada ayat (2)
merupakan pemegang saham yang memiliki:
a. saham sebesar 25% (dua puluh lima persen) atau
lebih dari jumlah saham yang dikeluarkan oleh calon
PJP dan mempunyai hak suara; atau
b. saham kurang dari 25% (dua puluh lima persen) dari
jumlah saham yang dikeluarkan oleh calon PJP dan
mempunyai hak suara namun dapat dibuktikan
bahwa yang bersangkutan telah melakukan
pengendalian terhadap calon PJP, baik secara
langsung maupun tidak langsung."
19,"Pasal 19
(1) Aspek kelembagaan yang berupa kepemilikan dari calon
PJP meliputi komposisi kepemilikan saham dan struktur
kepemilikan.
(2) Aspek kelembagaan berupa kepemilikan sebagaimana
dimaksud pada ayat (1) bagi calon PJP berupa Lembaga
Selain Bank diatur dengan ketentuan:
a. komposisi kepemilikan saham paling sedikit 15%
(lima belas persen) sahamnya dimiliki oleh:
1. warga negara Indonesia; dan/atau
2. badan hukum Indonesia;
b. perhitungan komposisi kepemilikan saham asing bagi
calon PJP berupa Lembaga Selain Bank yang
berbentuk perseroan terbuka hanya dilakukan
terhadap kepemilikan saham dengan persentase
kepemilikan saham sebesar 5% (lima persen) atau
lebih;
c. bagi calon PJP berupa Lembaga Selain Bank yang
berbentuk perseroan terbuka, kepemilikan saham
dengan persentase di bawah 5% (lima persen) yang
diperdagangkan di bursa diperhitungkan sebagai
saham milik domestik;
d. bagi Lembaga Selain Bank yang berbentuk perseroan
terbuka, kepemilikan saham dengan persentase di
bawah 5% (lima persen) yang diperdagangkan di bursa
diperhitungkan sebagai saham asing dalam hal:
1. diperdagangkan di bursa Indonesia dan
dinyatakan dimiliki oleh pihak asing oleh calon
PJP; atau
2. diperdagangkan di luar wilayah Negara Kesatuan
Republik Indonesia;
e. komposisi kepemilikan saham dihitung berdasarkan
bukti kepemilikan saham yang sah dan terkini;
f. porsi kepemilikan saham asing dihitung sesuai
kepemilikan secara langsung dan tidak langsung;
g. kepemilikan secara langsung sebagaimana dimaksud
dalam huruf f dihitung berdasarkan 1 (satu) jenjang
kepemilikan saham di atas calon PJP;
h. kepemilikan tidak langsung sebagaimana dimaksud
dalam huruf f dihitung sampai dengan pemegang
saham akhir (ultimate shareholder); dan
i. PJP menyampaikan asesmen mandiri (self-
assessment) mengenai struktur kepemilikan paling
sedikit 1 (satu) tahun sekali dan sewaktu-waktu
dalam hal terjadi perubahan komposisi kepemilikan.
(3) Dalam mengawasi penyelenggaraan aktivitas PJP, Bank
Indonesia dapat menetapkan kebijakan mengenai
penilaian komposisi kepemilikan PJP berupa Lembaga
Selain Bank, termasuk bagi PJP yang berbentuk perseroan
terbuka, dengan mempertimbangkan:
a. skala materialitas; dan/atau
b. aspek lainnya untuk memastikan terciptanya titik
keseimbangan antara inovasi dengan stabilitas dan
kepentingan nasional.
(4) Dalam hal terdapat perbedaan penilaian komposisi
kepemilikan saham antara Bank Indonesia dengan calon
PJP berupa Lembaga Selain Bank, penilaian komposisi
kepemilikan saham yang digunakan merupakan komposisi
kepemilikan saham yang ditetapkan Bank Indonesia."
20,"Pasal 20
(1) Aspek kelembagaan berupa pengendalian bagi calon PJP
berupa Lembaga Selain Bank diatur dengan ketentuan:
a. komposisi saham dengan hak suara paling sedikit
51% (lima puluh satu persen) harus dimiliki oleh
pihak domestik, yaitu:
1. warga negara Indonesia; dan/atau
2. badan hukum Indonesia;
b. penilaian Bank Indonesia terhadap komposisi saham
dengan hak suara dilakukan secara kolektif pada
masing-masing jenjang kepemilikan sampai
pemegang saham akhir (ultimate shareholder) dengan
hak suara terbesar secara individual dimiliki oleh
pihak domestik;
c. dalam hal terdapat hak khusus untuk mencalonkan
mayoritas anggota direksi dan/atau anggota dewan
komisaris, hak tersebut harus dimiliki oleh pihak
domestik;
d. dalam hal terdapat hak khusus berupa hak veto
terhadap suatu keputusan atau persetujuan dalam
rapat umum pemegang saham yang berdampak
signifikan terhadap perusahaan, hak tersebut harus
dimiliki oleh pihak domestik;
e. Bank Indonesia dapat menetapkan aspek
kelembagaan berupa pengendalian lainnya
berdasarkan penilaian Bank Indonesia;
f. dalam hal calon PJP telah memperoleh izin
kelembagaan dari otoritas lain, Bank Indonesia dapat
menetapkan kebijakan lain terkait dengan aspek
kelembagaan berupa kepemilikan dan/atau
pengendalian; dan
g. calon PJP menyampaikan asesmen mandiri (self-
assessment) mengenai struktur pengendalian paling
sedikit 1 (satu) tahun sekali dan sewaktu-waktu
dalam hal terjadi perubahan pengendalian.
(2) Dalam mengawasi penyelenggaraan aktivitas PJP, Bank
Indonesia dapat menetapkan kebijakan mengenai
penilaian pengendalian PJP berupa Lembaga Selain Bank,
termasuk bagi PJP yang berbentuk perseroan terbuka,
dengan mempertimbangkan:
a. skala materialitas; dan/atau
b. aspek lainnya untuk memastikan terciptanya titik
keseimbangan antara inovasi dengan stabilitas dan
kepentingan nasional.
(3) Dalam hal terdapat perbedaan penilaian pengendalian
antara Bank Indonesia dengan calon PJP berupa Lembaga
Selain Bank, penilaian pengendalian yang digunakan
merupakan pengendalian yang ditetapkan Bank Indonesia."
21,"Pasal 21
(1) Dalam pemrosesan permohonan izin sebagaimana
dimaksud dalam Pasal 14 huruf a, Bank Indonesia dapat
melakukan penilaian kemampuan dan kepatutan.
(2) Penilaian kemampuan dan kepatutan sebagaimana
dimaksud pada ayat (1) dilakukan kepada:
a. pihak yang memiliki:
1. saham sebesar 25% (dua puluh lima persen) atau
lebih dari jumlah saham yang dikeluarkan oleh
calon PJP dan mempunyai hak suara; atau
2. saham kurang dari 25% (dua puluh lima persen)
dari jumlah saham yang dikeluarkan oleh calon
PJP dan mempunyai hak suara namun dapat
dibuktikan bahwa yang bersangkutan telah
melakukan pengendalian terhadap calon PJP,
baik secara langsung maupun tidak langsung;
b. anggota direksi; dan
c. anggota dewan komisaris,
dari pihak yang mengajukan permohonan izin sebagai PJP.
(3) Penilaian kemampuan dan kepatutan dapat dilakukan
Bank Indonesia dalam hal terdapat:
a. rencana perubahan pihak sebagaimana dimaksud
pada ayat (2); atau
b. hasil pengawasan yang mengindikasikan adanya
pelanggaran, fraud, dan/atau pemburukan kinerja
usaha yang berdampak signifikan bagi
penyelenggaraan Sistem Pembayaran yang dilakukan
oleh pihak sebagaimana dimaksud pada ayat (2).
(4) Penilaian kemampuan dan kepatutan sebagaimana
dimaksud pada ayat (1) ditujukan untuk memastikan
pemenuhan persyaratan:
a. integritas;
b. reputasi keuangan;
c. kelayakan keuangan; dan/atau
d. kompetensi.
(5) Penilaian kemampuan dan kepatutan sebagaimana
dimaksud pada ayat (4) dapat dilakukan melalui penilaian
administratif dan/atau wawancara.
(6) Dalam hal calon PJP telah memperoleh izin kelembagaan
dan/atau berada di bawah pengawasan otoritas lain, Bank
Indonesia dapat berkoordinasi dengan otoritas dimaksud."
22,"Pasal 22
(1) Persyaratan izin terkait aspek kelembagaan harus
didukung dengan pemenuhan dokumen:
a. legalitas badan hukum yang terdiri atas:
1. dokumen yang menunjukkan maksud dan
tujuan perusahaan, susunan pengurus,
anggaran dasar, jumlah modal dasar dan modal
disetor terkini, dan susunan pemegang saham
terkini;
2. dokumen yang menunjukkan izin berusaha dari
otoritas yang berwenang; dan
3. dokumen yang menunjukkan rekomendasi bagi
calon PJP yang memiliki otoritas pengawas
sesuai dengan ketentuan peraturan perundang-
undangan;
b. kepemilikan dan pengendalian yang terdiri atas
dokumen terkini yang menunjukkan struktur
kepemilikan dan pengendalian atas calon PJP sampai
dengan pemegang saham akhir (ultimate shareholder)
terkini;
c. kepengurusan yang terdiri atas dokumen yang
menunjukkan integritas pengurus yang memuat
pernyataan dari masing-masing anggota direksi,
anggota dewan komisaris, dan pemegang saham
sebagaimana dimaksud dalam Pasal 18 ayat (3);
d. surat pernyataan dan jaminan dari anggota direksi
yang berwenang bahwa perusahaan tidak sedang
dalam:
1. pengenaan sanksi; dan/atau
2. proses hukum perkara pidana, perdata,
dan/atau kepailitan; dan
e. kesiapan sumber daya manusia dan organisasi
perusahaan, meliputi struktur organisasi beserta
uraian tugas, wewenang, dan tanggung jawab,
termasuk unit kerja atau fungsi yang bertanggung
jawab terkait perlindungan konsumen, penerapan
anti pencucian uang dan pencegahan pendanaan
terorisme, manajemen risiko, audit internal, dan
kepatuhan.
(2) Kebenaran dan kelengkapan dokumen persyaratan
perizinan sebagaimana dimaksud pada ayat (1) harus
disertai dengan:
a. hasil uji tuntas hukum dari konsultan hukum
independen; dan/atau
b. surat pernyataan dari anggota direksi yang
berwenang bahwa seluruh dokumen persyaratan
perizinan yang disampaikan adalah benar dan
lengkap sesuai kondisi perusahaan."
23,"Pasal 23
Bentuk dan perincian dokumen persyaratan perizinan
sebagaimana dimaksud dalam Pasal 14 beserta perubahannya
dimuat dalam daftar persyaratan yang dipublikasikan melalui
laman Bank Indonesia atau media lain yang ditetapkan Bank
Indonesia."
24,"Pasal 24
(1) Aspek permodalan dan keuangan sebagaimana dimaksud
dalam Pasal 14 huruf b meliputi persyaratan minimal
modal disetor, analisis kelayakan, dan proyeksi bisnis.
(2) Besaran modal disetor minimum (initial capital) bagi calon
PJP:
a. untuk kategori izin satu paling sedikit
Rp15.000.000.000,00 (lima belas miliar rupiah);
b. untuk kategori izin dua paling sedikit
Rp5.000.000.000,00 (lima miliar rupiah); dan
c. untuk kategori izin tiga paling sedikit:
1. Rp500.000.000,00 (lima ratus juta rupiah) bagi
calon PJP yang tidak menyediakan sistem yang
dapat digunakan oleh PJP kategori izin tiga lain;
atau
2. Rp1.000.000.000,00 (satu miliar rupiah) bagi
calon PJP yang menyediakan sistem yang dapat
digunakan oleh PJP kategori izin tiga lain.
(3) Pemenuhan ketentuan modal disetor minimum (initial
capital) bagi calon PJP berupa Bank sebagaimana
dimaksud pada ayat (2), memperhatikan ketentuan
pemenuhan permodalan yang diatur oleh otoritas yang
berwenang.
(4) Bank Indonesia dapat menetapkan perubahan besaran
modal disetor minimum (initial capital) sebagaimana
dimaksud pada ayat (2) yang didasarkan pada
pertimbangan:
a. mendukung kebijakan ekonomi dan keuangan
nasional;
b. menjaga efisiensi nasional;
c. menjaga kepentingan publik;
d. menjaga pertumbuhan industri; dan/atau
e. menjaga persaingan usaha yang sehat.
(5) Ketentuan mengenai perubahan besaran modal disetor
minimum (initial capital) sebagaimana dimaksud pada ayat
(4) diatur dalam Peraturan Anggota Dewan Gubernur."
25,"Pasal 25
Persyaratan izin terkait aspek permodalan dan keuangan
sebagaimana dimaksud dalam Pasal 24 harus didukung
dengan pemenuhan dokumen:
a. persyaratan modal disetor minimum (initial capital) berupa
dokumen yang menunjukkan struktur permodalan seperti
jumlah modal dasar dan modal disetor terkini;
b. persyaratan analisis kelayakan berupa dokumen yang
menunjukkan kondisi, kesiapan, dan kinerja keuangan
perusahaan dalam periode tertentu; dan
c. persyaratan proyeksi bisnis berupa dokumen yang
menunjukkan perhitungan kelayakan bisnis dalam
penyelenggaraan aktivitas Sistem Pembayaran yang akan
dijalankan dan target yang akan dicapai."
26,"Pasal 26
(1) Aspek manajemen risiko sebagaimana dimaksud dalam
Pasal 14 huruf c meliputi risiko hukum, risiko operasional,
dan risiko likuiditas.
(2) Penerapan aspek manajemen risiko sebagaimana
dimaksud pada ayat (1) dinilai melalui:
a. pengawasan aktif oleh:
1. direksi dan dewan komisaris bagi calon PJP
berbadan hukum perseroan terbatas; atau
2. fungsi atau organ yang menjalankan fungsi
pengurus dan pengawas bagi calon PJP berbadan
hukum lain;
b. ketersediaan kebijakan dan prosedur serta
pemenuhan kecukupan struktur organisasi;
c. proses manajemen risiko dan fungsi manajemen
risiko, serta sumber daya manusia; dan
d. pengendalian intern."
27,"Pasal 27
Persyaratan izin terkait aspek manajemen risiko sebagaimana
dimaksud dalam Pasal 26 harus didukung dengan pemenuhan
dokumen:
a. yang menunjukkan kebijakan dan prosedur penerapan
manajemen risiko hukum, risiko operasional, dan risiko
likuiditas;
b. yang menunjukkan rencana kerja sama antara
perusahaan dan pihak lain dalam penyelenggaraan
aktivitas Sistem Pembayaran yang akan dijalankan oleh
perusahaan termasuk namun tidak terbatas pada:
1. ringkasan atas seluruh kerja sama antara calon PJP
dan pihak lain terkait dengan penyelenggaraan
aktivitas Sistem Pembayaran yang akan dilakukan;
dan
2. perjanjian kerja sama atau konsep final perjanjian
kerja sama dengan seluruh pihak yang bekerja sama
dalam penyelenggaraan aktivitas Sistem Pembayaran
yang akan dilakukan;
c. yang menunjukkan kebijakan dan prosedur operasional
serta ketersediaan perangkat dalam rangka perlindungan
konsumen;
d. yang menunjukkan prosedur operasional dalam rangka
pemantauan anti pencucian uang dan pencegahan
pendanaan terorisme;
e. yang menjelaskan produk atau aktivitas Sistem
Pembayaran yang akan diselenggarakan;
f. yang menunjukkan kesiapan operasional termasuk
prosedur operasional standar serta spesifikasi perangkat
keras dan perangkat lunak dalam menjalankan produk
atau aktivitas Sistem Pembayaran yang akan
diselenggarakan; dan
g. yang menunjukkan prosedur operasional dalam rangka
pemantauan likuiditas perusahaan berkaitan dengan
aktivitas penyelenggaraan Sistem Pembayaran."
28,"Pasal 28
Aspek kapabilitas sistem informasi sebagaimana dimaksud
dalam Pasal 14 huruf d paling sedikit dinilai melalui:
a. prosedur pengendalian pengamanan sistem informasi
(security control);
b. pengelolaan fraud (fraud management system);
c. audit sistem informasi dan pengujian keamanan; dan
d. tingkat kapabilitas dan ketersediaan sistem informasi."
29,"Pasal 29
Persyaratan izin terkait aspek kapabilitas sistem informasi
sebagaimana dimaksud dalam Pasal 28 harus dilengkapi
dengan dokumen yang menunjukkan:
a. prosedur pengendalian pengamanan terhadap sistem yang
digunakan untuk penyelenggaraan aktivitas Sistem
Pembayaran;
b. prosedur, mekanisme, dan infrastruktur pengelolaan
fraud (fraud management system);
c. hasil uji terhadap keandalan sistem yang dilakukan oleh
pihak eksternal maupun internal; dan
d. prosedur, mekanisme, dan infrastruktur penanganan
kesinambungan kegiatan usaha (business continuity) dan
keadaan darurat (disaster recovery) yang efektif."
30,"Pasal 30
Pihak yang mengajukan permohonan izin sebagai PJP harus:
a. mematuhi mekanisme dan tata cara pengajuan izin yang
ditetapkan oleh Bank Indonesia;
b. melakukan asesmen mandiri (self-assessment) dalam
pemenuhan kelengkapan dokumen persyaratan perizinan;
dan
c. menyampaikan dokumen persyaratan perizinan terkait
aspek perizinan yang diminta oleh Bank Indonesia."
